"","Family","Genus","Species","sci_name","nutrient_data","ctmax_estimate","gl_fish","SpecCode","SpeciesRefNo","FBname","Fresh","Brack","Saltwater","LongevityWild","Vulnerability","Length","LTypeMaxM","CommonLength","LTypeComM","Weight","Importance","DietTroph","DietSeTroph","DietRemark","FoodTroph","FoodSeTroph","FoodRemark","TLinfinity_mean","K_mean","TLinfinity_sd","K_sd"
"88","Serranidae","Epinephelus","aeneus","Epinephelus aeneus","Y",NA,NA,426,5222,"White grouper",0,1,1,NA,58.02,120,"TL",60,"TL",25000,"commercial",NA,NA,NA,4.02,0.59,"Trophic level estimated from a number of food items using a randomized resampling routine.",138.292855714286,0.157788571428571,55.8701616588473,0.0721170149660886
"89","Triglidae","Chelidonichthys","lucerna","Chelidonichthys lucerna","Y",NA,NA,1366,3687,"Tub gurnard",0,0,1,15,54.94,82.8000030517578,"TL",30,"TL",6640,"commercial",3.98,0.047,"Troph of juv./adults from 176 studies.",3.58,0.5,"Trophic level estimated from a number of food items using a randomized resampling routine.",51.082,0.328894,12.8054709011422,0.359350145953975
"90","Pomatomidae","Pomatomus","saltatrix","Pomatomus saltatrix","Y",NA,NA,364,9986,"Bluefish",0,1,1,14,42.22,130,"TL",60,"TL",14400,"highly commercial",4.53,0.303,"Troph of juv./adults from 6 studies.",4.48,1.03,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.222941176470588,NA,0.11617038703357
"91","Sparidae","Sparus","aurata","Sparus aurata","Y",NA,NA,1164,3688,"Gilthead seabream",0,1,1,11,34.54,70,"TL",35,"SL",17200,"commercial",3.7,0,"Troph of juv./adults from 1 study.",3.39,0.49,"Trophic level estimated from a number of food items using a randomized resampling routine.",56.6666666666667,0.297583333333333,13.7288901314864,0.159955936167282
"92","Siganidae","Siganus","rivulatus","Siganus rivulatus","Y",NA,NA,4545,1419,"Marbled spinefoot",0,1,1,NA,34.87,30.2000007629395,"TL",20,"TL",NA,"minor commercial",2,0,"Troph of juv./adults from 1 study.",2,0,"Trophic level and s.e. inferred from exclusive plant/detritus food items.",32.7733333333333,0.405748888888889,7.36131272260593,0.300256569472029
"93","Engraulidae","Engraulis","encrasicolus","Engraulis encrasicolus","Y",NA,NA,66,189,"European anchovy",0,1,1,5,28.59,20,"SL",13.5,"SL",NA,"highly commercial",NA,NA,NA,3.12,0.36,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.618667619047619,NA,0.441547230311608
"94","Anguillidae","Anguilla","anguilla","Anguilla anguilla","Y",NA,NA,35,172,"European eel",1,1,1,23,64.38,121.5,"TL",35,"TL",6599,"commercial",3.55,0.3,"Troph of juv./adults from 1 study.",3.67,0.74,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.229544186046512,NA,0.244019576988176
"95","Trachichthyidae","Hoplostethus","atlanticus","Hoplostethus atlanticus","Y",NA,NA,334,4784,"Orange roughy",0,0,1,149,71.63,75,"TL",40,"TL",7000,"highly commercial",4.25,0.122,"Troph of adults from 17 studies.",3.87,0.84,"Trophic level estimated from a number of food items using a randomized resampling routine.",53.2816785714286,0.0542928571428571,8.26343709966264,0.0158024372743423
"96","Merlucciidae","Merluccius","merluccius","Merluccius merluccius","Y",NA,NA,30,1371,"European hake",0,0,1,20,65.89,140,"TL",45,"TL",15000,"highly commercial",4.42,NA,"Troph of adults from 1 study.",4.43,1.05,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.166274294871795,NA,0.102461793106486
"97","Zeidae","Zeus","faber","Zeus faber","Y",NA,NA,1370,6953,"John dory",0,1,1,12,38.57,90,"TL",40,"TL",8000,"commercial",4.5,0.8,"Troph of juv./adults from 1 study.",4.23999977111816,0.9699,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.2789725,NA,0.129744237855938
"98","Gadidae","Pollachius","pollachius","Pollachius pollachius","Y",NA,NA,34,1371,"Pollack",0,0,1,8,59.11,130,"TL",75,"TL",18140,"commercial",4.32,0.26,"Troph of juv./adults from 19 studies.",3.91,0.71,"Trophic level estimated from a number of food items using a randomized resampling routine.",85.6,0.186,NA,NA
"99","Clupeidae","Sardina","pilchardus","Sardina pilchardus","Y",NA,NA,1350,188,"European pilchard",1,1,1,15,30.31,27.5,"SL",20,"SL",NA,"highly commercial",3.06,0.1,"Troph of juv./adults from 1 study.",2.94,0.21,"Trophic level estimated from a number of food items using a randomized resampling routine.",20.0742647058824,0.430609705882353,2.52928360819344,0.19486014629687
"100","Xiphiidae","Xiphias","gladius","Xiphias gladius","Y",NA,NA,226,43,"Swordfish",0,0,1,NA,71.62,455,"FL",300,"TL",650000,"commercial",4.53,0.171,"Troph of juv./adults from 8 studies.",4.49,0.5,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.1605,NA,0.0714197634320897
"101","Scombridae","Thunnus","thynnus","Thunnus thynnus","Y",NA,NA,147,33246,"Atlantic bluefin tuna",0,1,1,32,82.35,458,"TL",200,"FL",684000,"commercial",4.45,0.75,"Troph of juv./adults from 1 study.",4.21,0.8,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.115001034482759,NA,0.103629022560038
"102",NA,"Gadiformes","nei","Gadiformes nei","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Scombridae","Scomberomorus","commerson","Scomberomorus commerson","Y",NA,NA,121,168,"Narrow-barred Spanish mackerel",0,0,1,22,51.75,240,"FL",120,"TL",70000,"highly commercial",4.5,0.4,"Troph of juv./adults from 1 study.",4.43,0.79,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.438956,NA,0.272444278761261
"104","Polynemidae","Eleutheronema","tradactylum","Eleutheronema tradactylum","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,"Megalapsis","cordyla","Megalapsis cordyla","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Carangidae","Selaroides","leptolepis","Selaroides leptolepis","Y",NA,NA,388,7300,"Yellowstripe scad",0,1,1,NA,13.56,22,"TL",15,"TL",625,"commercial",3.84,0.24,"Troph of juv./adults from 1 study.",3.92,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",22.6552894444444,1.123,2.90368398691867,0.528451010584931
"107","Scombridae","Scomberomorus","maculatus","Scomberomorus maculatus","Y",NA,NA,126,168,"Atlantic Spanish mackerel",0,0,1,5,39.27,91,"FL",NA,NA,5890,"highly commercial",4.53,0.53,"Troph of juv./adults from 1 study.",4.32,0.71,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.30325,NA,0.116008718324412
"108","Serranidae","Epinephelus","coioides","Epinephelus coioides","Y",NA,NA,6465,5222,"Orange-spotted grouper",0,1,1,22,57.51,120,"TL",NA,NA,15000,"commercial",4,NA,"Troph of adults from 1 study.",4.05,0.62,"Trophic level estimated from a number of food items using a randomized resampling routine.",103.1375,0.205795,10.2298073458562,0.116943952815013
"109","Carangidae","Carangoides","fulvoguttatus","Carangoides fulvoguttatus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Cyprinidae","Ctenopharyngodon","idellus","Ctenopharyngodon idellus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Scombridae","Katsuwonus","pelamis","Katsuwonus pelamis","Y","Y",NA,107,168,"Skipjack tuna",0,0,1,12,38.12,110,"FL",80,"FL",34500,"highly commercial",4.43,0.474,"Troph of juv./adults from 2 studies.",4,0.65,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.581492063492064,NA,0.29005215732391
"112","Gymnuridae","Gymnura","marmorata","Gymnura marmorata","Y",NA,NA,2578,35766,"California butterfly ray",0,0,1,NA,60,100,"TL",95,"WD",NA,"minor commercial",NA,NA,NA,3.95,0.65,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"113","Ariidae","Bagre","marinus","Bagre marinus","Y",NA,NA,959,7251,"Gafftopsail sea catfish",0,1,1,NA,47.6,69,"TL",50,"TL",4360,"commercial",3.51,0.49,"Troph of juv./adults from 1 study.",3.88,0.67,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"114","Lutjanidae","Rhomboplites","aurorubens","Rhomboplites aurorubens","Y",NA,NA,213,55,"Vermilion snapper",0,0,1,10,49.58,60,"TL",35,"TL",3170,"minor commercial",4.36,0.23,"Troph of adults from 2 studies.",3.8,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",46.5666666666667,0.179333333333333,16.6025098504212,0.0816169916949488
"115","Carcharhinidae","Carcharhinus","porosus","Carcharhinus porosus","Y",NA,NA,881,244,"Smalltail shark",0,1,1,NA,77.05,150,"TL",90,"TL",NA,"minor commercial",4.14,0.6,"Troph of juv./adults from 1 study.",4.36,0.8,"Trophic level estimated from a number of food items using a randomized resampling routine.",135.5,0.077,0.707106781186548,0.0014142135623731
"116","Trichiuridae","Trichiurus","lepturus","Trichiurus lepturus","Y",NA,NA,1288,6181,"Largehead hairtail",0,1,1,NA,52.45,234,"TL",100,"TL",5000,"highly commercial",4.42,0.373,"Troph of adults from 4 studies.",4.36,0.92,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.378924528301887,NA,0.225055279453448
"117","Carangidae","Caranx","crysos","Caranx crysos","Y",NA,NA,1933,7097,"Blue runner",0,1,1,11,34.26,70,"TL",40,"TL",5050,"minor commercial",4.13,0.375,"Troph of juv./adults from 3 studies.",3.63,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",45.44,0.4225,12.7679703424885,0.153704261489394
"118","Lutjanidae","Lutjanus","campechanus","Lutjanus campechanus","Y",NA,NA,1423,55,"Northern red snapper",0,0,1,57,54.02,100,"TL",60,"TL",22790,"commercial",NA,NA,NA,3.92,0.72,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.164590714285714,NA,0.0578412410814401
"119","Lutjanidae","Lutjanus","peru","Lutjanus peru","Y",NA,NA,170,55,"Pacific red snapper",0,0,1,NA,40.35,95,"TL",50,"TL",5810,"subsistence fisheries",NA,NA,NA,4.02,0.62,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.174,NA,0.0805232885567896
"120","Carangidae","Caranx","hippos","Caranx hippos","Y",NA,NA,71,58464,"Crevalle jack",0,1,1,NA,41.43,124,"TL",75,"TL",32000,"commercial",3.56,0.37,"Troph of juv./adults from 1 study.",3.83,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",76.2,0.5,44.9719912834644,0.212132034355964
"121","Serranidae","Epinephelus","morio","Epinephelus morio","Y",NA,NA,17,5222,"Red grouper",0,0,1,25,63.98,125,"TL",50,"TL",23000,"commercial",3.5,0.46,"Troph of juv./adults from 1 study.",3.63,0.71,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.13825,NA,0.034925635284129
"122","Scombridae","Scomberomorus","cavalla","Scomberomorus cavalla","Y",NA,NA,120,168,"King mackerel",0,0,1,26,47.61,184,"TL",70,"FL",45000,"commercial",4.42,0.291,"Troph of juv./adults from 4 studies.",4.43,0.77,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.214714285714286,NA,0.100667645199021
"123","Sciaenidae","Cynoscion","nebulosus","Cynoscion nebulosus","Y","Y",NA,405,7251,"Spotted weakfish",0,1,1,18,58.44,100,"TL",36,"TL",7920,"commercial",NA,NA,NA,3.98,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",68.9153846153846,0.217538461538462,10.5655766646412,0.0687442305271448
"124","Lutjanidae","Lutjanus","synagris","Lutjanus synagris","Y",NA,NA,181,55,"Lane snapper",0,0,1,10,37.06,60,"TL",25,"TL",3530,"commercial",3.82,0.188,"Troph of juv./adults from 6 studies.",3.66,0.8,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.231870967741935,NA,0.0880222479208084
"125","Carangidae","Selene","vomer","Selene vomer","Y",NA,NA,1004,7251,"Lookdown",0,1,1,NA,38.3,48.2999992370605,"TL",35,"TL",2100,"minor commercial",4.29,0.35,"Troph of juv./adults from 1 study.",3.67,0.59,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"126","Atherinidae","Atherina","boyeri","Atherina boyeri","Y",NA,NA,1696,4499,"Big-scale sand smelt",1,1,1,4,43.98,20,"TL",NA,NA,NA,"commercial",NA,NA,NA,3.22,0.36,"Trophic level estimated from a number of food items using a randomized resampling routine.",11.8198914285714,0.4785,2.83302480589172,0.357330433158916
"127","Sparidae","Boops","boops","Boops boops","Y",NA,NA,203,3688,"Bogue",0,0,1,11,50.69,40,"TL",20,"TL",455,"highly commercial",2.79,0.041,"Troph of juv./adults from 2 studies.",3.11,0.23,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.241007692307692,NA,0.0985287853292709
"128","Mullidae","Mullus","barbatus","Mullus barbatus","Y","Y",NA,790,7313,"Red mullet",0,0,1,NA,31.53,38.2000007629395,"TL",20,"SL",680,"commercial",3.14,0.128,"Troph of adults from 3 studies.",3.24,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",25.2805761971831,0.353257746478873,4.30714548612265,0.207228892540158
"129","Centracanthidae","Spicara","smaris","Spicara smaris","Y",NA,NA,1766,7349,"Picarel",0,0,1,NA,40.36,24.2000007629395,"TL",14,"TL",29.3999996185303,"minor commercial",3,0,"Troph of juv./adults from 1 study.",3.16000008583069,0.289,"Trophic level estimated from a number of food items using a randomized resampling routine.",20.4061928571429,0.601485714285714,4.68497706654061,0.63245340878654
"130","Sciaenidae","Micropogonias","furnieri","Micropogonias furnieri","Y",NA,NA,7620,27,"Whitemouth croaker",0,1,1,7,48.48,60,"SL",45,"SL",55.2999992370605,"highly commercial",3.09,0.111,"Troph of juv./adults from 3 studies.",3.27,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.1863,NA,0.10679794005504
"131","Cyprinidae","Cirrhinus","mrigala","Cirrhinus mrigala","Y","Y",NA,66743,41236,NA,1,0,0,NA,59.6,99,"TL",NA,NA,12700,NA,NA,NA,NA,NA,NA,NA,79.9957142857143,0.671285714285714,14.5622501204803,0.308098855502426
"132",NA,"Glossogobius","giurias","Glossogobius giurias","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Cyprinidae","Hypophthalmichthys","nobilis","Hypophthalmichthys nobilis","Y","Y",NA,275,44416,"Bighead carp",1,1,0,20,63.75,146,"SL",60,"TL",40000,"highly commercial",NA,NA,NA,2.83,0.33,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.2032,NA,0.0770437908872981
"134","Lutjanidae","Lutjanus","purpureus","Lutjanus purpureus","Y",NA,NA,171,55,"Southern red snapper",0,0,1,18,59.8,100,"TL",65,"TL",10000,"commercial",3.58,0.59,"Troph of juv./adults from 1 study.",3.85,0.55,"Trophic level estimated from a number of food items using a randomized resampling routine.",94.26,0.1072,5.59177968092449,0.0162388423232692
"135",NA,"Triportheus","angulatus","Triportheus angulatus","Y",NA,NA,12976,38376,NA,1,0,0,NA,19.04,23.7999992370605,"SL",14,"TL",211,"subsistence fisheries",NA,NA,NA,2.68,0.3,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"136","Salmonidae","Salmo","trutta","Salmo trutta","Y","Y","Y",238,4779,"Sea trout",1,1,1,38,59.96,140,"SL",72,"TL",50000,"commercial",3.36,0.099,"Troph of adults from 11 studies.",3.79999995231628,0.82,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.286140350877193,NA,0.170487791623717
"137","Salmonidae","Salmo","trutta","Salmo trutta","Y","Y","Y",238,4779,"Sea trout",1,1,1,38,59.96,140,"SL",72,"TL",50000,"commercial",3.36,0.099,"Troph of adults from 11 studies.",3.63000011444092,0.5475,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.286140350877193,NA,0.170487791623717
"138","Salmonidae","Salmo","trutta","Salmo trutta","Y","Y","Y",238,4779,"Sea trout",1,1,1,38,59.96,140,"SL",72,"TL",50000,"commercial",3.36,0.099,"Troph of adults from 11 studies.",3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,0.286140350877193,NA,0.170487791623717
"139","Salmonidae","Salmo","trutta","Salmo trutta","Y","Y","Y",238,4779,"Sea trout",1,1,1,38,59.96,140,"SL",72,"TL",50000,"commercial",3.36,0.099,"Troph of adults from 11 studies.",3.2,0.4,"Tentative trophic level derived from 1 + troph of a single food item",NA,0.286140350877193,NA,0.170487791623717
"140","Characidae","Brycon","cephalus","Brycon cephalus","Y",NA,NA,25516,38504,NA,1,0,0,NA,35,45,"TL",NA,NA,NA,"minor commercial",NA,NA,NA,2,0,"Trophic level and s.e. inferred from exclusive plant/detritus food items.",58.8,0.473,NA,NA
"141","Hexagrammidae","Ophiodon","elongatus","Ophiodon elongatus","Y",NA,NA,509,2850,"Lingcod",0,0,1,25,56.2,152,"TL",NA,NA,59110,"commercial",4.53,0.62,"Troph of adults and juv./adults from 1 study.",4.33,0.75,"Trophic level estimated from a number of food items using a randomized resampling routine.",103.949998,0.209248,24.5016289560515,0.0472019863988795
"142","Squalidae","Squalus","acanthias","Squalus acanthias","Y",NA,NA,139,85328,"Picked dogfish",0,1,1,75,64.24,160,"TL",100,"TL",9100,"commercial",4.37,0.412,"Troph of adults from 2 studies.",4.5,0.99,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.113677837837838,NA,0.158635270548078
"143","Osmeridae","Thaleichthys","pacificus","Thaleichthys pacificus","Y",NA,NA,256,2850,"Eulachon",1,1,1,5,32.71,34,"TL",20,"TL",NA,"commercial",NA,NA,NA,3.25,0.37,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.34,NA,NA
"144","Pleuronectidae","Atheresthes","stomias","Atheresthes stomias","Y",NA,NA,517,122998,"Arrow-tooth flounder",0,0,1,23,53.6,84,"TL",50,"TL",8600,"highly commercial",4.17,0.272,"Troph of juv./adults from 5 studies.",4.05,0.72,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.122,NA,0.0780256368125246
"145","Pleuronectidae","Platichthys","stellatus","Platichthys stellatus","Y",NA,NA,4249,122998,"Starry flounder",1,1,1,42,50.55,91,"TL",57.5,"TL",9100,"minor commercial",3.58,0.113,"Troph of adults from 3 studies.",3.5,0.5,"Trophic level estimated from a number of food items using a randomized resampling routine.",46.7,0.241333333333333,3.73229152130431,0.056518433571122
"146","Pleuronectidae","Hippoglossus","stenolepis","Hippoglossus stenolepis","Y",NA,NA,514,122998,"Pacific halibut",0,0,1,55,86.03,258,"TL",NA,NA,363000,"highly commercial",4.14,0.236,"Troph of juv./adults from 7 studies.",3.92,0.68,"Trophic level estimated from a number of food items using a randomized resampling routine.",188.68,0.0626,34.1568733932133,0.0248153178500699
"147","Clupeidae","Clupea","pallasii","Clupea pallasii","Y","Y",NA,1520,188,"Pacific herring",1,1,1,19,49.32,46,"TL",25,"SL",NA,"highly commercial",3.16,0.186,"Troph of juv./adults from 2 studies.",3.46000003814697,0.53,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.326456,NA,0.14826819497114
